State_Name,District_Name,Crop,Year,Area,Production
Telangana,Warangal,Cotton,2011,35705.1,63023.39
Assam,Nagaon,Banana,2011,37273.99,117124.52
Punjab,Amritsar,Sunflower,2015,577.08,2030.53
Rajasthan,Jodhpur,Mothbeans,2015,48103.05,105066.11
Haryana,Sonipat,Potato,2013,36455.11,131582.94
Punjab,Sangrur,Potato,2020,41348.31,161733.31
Rajasthan,Kota,Wheat,2021,27673.0,50371.07
Tamil Nadu,Thanjavur,Tomato,2012,4204.22,4137.33
West Bengal,Murshidabad,Banana,2018,45170.78,69665.14
Madhya Pradesh,Jabalpur,Potato,2011,45328.93,121923.04
Assam,Kamrup,Coconut,2021,42634.1,78303.67
Uttar Pradesh,Varanasi,Maize,2011,46171.54,130426.55
Punjab,Jalandhar,Wheat,2021,40200.62,47133.22
Telangana,Karimnagar,Rice,2016,15857.51,31231.92
Himachal Pradesh,Kangra,Apple,2019,23410.57,62288.17
Karnataka,Mysore,Rice,2011,14884.41,39447.61
Maharashtra,Nagpur,Onion,2021,5575.48,21435.44
Gujarat,Ahmedabad,Banana,2023,19167.69,60111.09
West Bengal,Kolkata,Potato,2023,33950.29,59968.59
Haryana,Karnal,Rice,2016,20187.46,36314.13
Telangana,Karimnagar,Groundnut,2022,11123.61,31314.62
Tamil Nadu,Coimbatore,Cotton,2021,2226.45,2103.28
Gujarat,Surat,Rice,2020,22540.87,73820.93
Punjab,Sangrur,Barley,2021,12097.23,26261.56
West Bengal,Burdwan,Wheat,2017,20926.3,80773.46
Himachal Pradesh,Kangra,Wheat,2022,28619.75,84784.26
Karnataka,Hassan,Rice,2012,21064.86,35475.46
Kerala,Kozhikode,Coffee,2018,16395.25,13191.6
Telangana,Karimnagar,Groundnut,2010,25880.86,48111.32
Karnataka,Bangalore,Mango,2012,21295.1,86113.75
Karnataka,Mysore,Groundnut,2016,46376.77,203888.72
Kerala,Kozhikode,Rice,2017,2601.54,4927.94
Bihar,Gaya,Lentil,2015,2163.66,4894.3
Maharashtra,Pune,Wheat,2021,8805.1,39272.78
West Bengal,Burdwan,Jute,2023,31628.95,51418.67
West Bengal,Kolkata,Wheat,2019,49144.39,144020.7
Maharashtra,Nashik,Cotton,2017,17629.7,47100.06
Punjab,Amritsar,Maize,2020,33591.74,129801.85
Gujarat,Bharuch,Groundnut,2014,5691.41,16896.22
Haryana,Sonipat,Barley,2011,36650.4,133193.94
Uttar Pradesh,Kanpur,Chickpea,2021,23538.51,87375.72
Karnataka,Bangalore,Coconut,2018,26610.58,75665.03
Gujarat,Junagadh,Groundnut,2010,33600.96,120666.54
Tamil Nadu,Madurai,Tomato,2023,8666.24,10656.62
Haryana,Karnal,Rice,2020,8758.5,15099.22
Odisha,Puri,Jute,2015,22849.73,75455.24
Gujarat,Rajkot,Potato,2016,33416.78,52676.75
Haryana,Ambala,Rice,2013,13945.04,26415.83
Gujarat,Bharuch,Mango,2016,41873.07,109737.66
Andhra Pradesh,East Godavari,Maize,2022,40192.5,88235.1
Maharashtra,Pune,Cotton,2014,7956.01,33990.3
Karnataka,Hassan,Tomato,2015,9772.03,20793.21
Karnataka,Belgaum,Groundnut,2017,2560.74,6185.52
Assam,Nagaon,Coconut,2023,6029.45,13985.59
Himachal Pradesh,Shimla,Potato,2017,46935.22,194347.76
Kerala,Ernakulam,Rice,2021,14504.66,56083.59
Madhya Pradesh,Ujjain,Chickpea,2014,49509.86,197489.73
Uttar Pradesh,Kanpur,Onion,2017,42027.77,122994.26
Gujarat,Ahmedabad,Cotton,2012,45493.18,138127.29
Karnataka,Bangalore,Coffee,2011,41066.26,90974.75
Haryana,Hisar,Cotton,2023,33665.4,129159.58
Punjab,Amritsar,Wheat,2015,42818.09,186619.4
Madhya Pradesh,Jabalpur,Chickpea,2021,14445.67,53233.0
Gujarat,Surat,Mango,2023,32304.86,63684.33
Madhya Pradesh,Jabalpur,Groundnut,2017,19360.23,31067.06
Assam,Nagaon,Jute,2010,34680.12,124871.81
Madhya Pradesh,Jabalpur,Groundnut,2014,13472.51,43386.05
Punjab,Patiala,Cotton,2013,9124.56,25474.5
Gujarat,Junagadh,Banana,2015,32528.88,142942.43
Tamil Nadu,Thanjavur,Mango,2015,28448.99,61247.91
Bihar,Gaya,Rice,2023,37637.34,72250.05
Assam,Sonitpur,Potato,2010,34742.15,121987.78
Rajasthan,Kota,Wheat,2020,32193.81,75298.46
Punjab,Ludhiana,Rice,2023,36627.74,117606.93
Kerala,Thrissur,Banana,2023,22484.36,90701.03
Tamil Nadu,Coimbatore,Cotton,2010,10841.57,12333.56
West Bengal,Nadia,Banana,2019,49408.29,197097.41
Karnataka,Belgaum,Rice,2021,35535.7,124988.46
Odisha,Cuttack,Jute,2023,22158.29,20995.42
Himachal Pradesh,Kullu,Potato,2010,38771.57,42461.95
Andhra Pradesh,Anantapur,Rice,2020,33857.48,99679.81
Madhya Pradesh,Sagar,Cotton,2020,16033.9,69307.06
Bihar,Patna,Banana,2012,16733.77,30416.68
Bihar,Muzaffarpur,Banana,2021,25972.64,65693.95
Karnataka,Bangalore,Maize,2011,16157.3,22826.67
Madhya Pradesh,Indore,Groundnut,2016,20486.47,88198.17
Assam,Sonitpur,Jute,2013,4196.31,4250.28
Gujarat,Ahmedabad,Wheat,2011,36076.01,35605.61
Madhya Pradesh,Bhopal,Potato,2019,10824.17,43076.28
Himachal Pradesh,Mandi,Barley,2015,8992.96,26940.85
Karnataka,Raichur,Maize,2023,40627.12,49212.28
Himachal Pradesh,Mandi,Potato,2016,25272.2,88511.03
Punjab,Amritsar,Potato,2010,28091.88,114927.3
Madhya Pradesh,Sagar,Onion,2018,12725.96,37501.69
Telangana,Nalgonda,Rice,2022,14632.65,65690.75
Assam,Kamrup,Banana,2014,35470.92,142717.39
Karnataka,Mysore,Groundnut,2023,29580.03,61519.12
Himachal Pradesh,Shimla,Apple,2022,4728.24,16657.82
Rajasthan,Kota,Wheat,2013,43872.05,135208.66
Assam,Nagaon,Maize,2023,9382.71,39983.75
Telangana,Karimnagar,Rice,2010,11816.65,37641.67
Himachal Pradesh,Kangra,Potato,2020,33121.69,73554.89
Haryana,Karnal,Wheat,2014,30107.58,83582.65
Andhra Pradesh,Guntur,Mango,2022,11313.66,40755.41
Tamil Nadu,Coimbatore,Rice,2012,4142.28,8680.63
Karnataka,Raichur,Maize,2014,32750.72,46677.25
Assam,Nagaon,Banana,2012,24164.09,100780.72
Haryana,Sonipat,Wheat,2023,44640.97,130712.79
Kerala,Alappuzha,Banana,2011,34741.28,135562.9
Haryana,Karnal,Sunflower,2011,33663.58,54487.96
Uttar Pradesh,Meerut,Wheat,2011,28987.53,91585.83
Maharashtra,Pune,Mango,2014,49119.01,73718.22
Rajasthan,Udaipur,Chickpea,2015,17306.34,25873.2
Haryana,Sonipat,Barley,2023,4332.74,12788.05
Kerala,Ernakulam,Coconut,2016,10150.72,43228.76
Assam,Nagaon,Coconut,2020,32339.04,87774.12
Gujarat,Junagadh,Onion,2022,9419.22,38788.53
West Bengal,Murshidabad,Jute,2018,15615.89,52337.6
Punjab,Patiala,Cotton,2014,9209.38,18458.85
Telangana,Karimnagar,Rice,2011,4576.26,18944.2
Karnataka,Mysore,Tomato,2016,24951.75,79648.43
Uttar Pradesh,Varanasi,Onion,2010,46120.64,195602.09
Kerala,Thrissur,Rice,2020,41043.91,58851.56
Odisha,Puri,Groundnut,2012,4757.9,4341.99
Rajasthan,Udaipur,Mothbeans,2017,10970.35,47439.79
Punjab,Jalandhar,Maize,2021,28367.51,61299.92
Rajasthan,Jodhpur,Mothbeans,2010,24647.76,51596.76
Punjab,Sangrur,Potato,2021,14356.21,45470.8
Gujarat,Surat,Cotton,2010,49210.08,72955.18
Karnataka,Belgaum,Tomato,2010,35145.98,146659.98
Odisha,Balasore,Groundnut,2017,17788.35,25712.88
Andhra Pradesh,Guntur,Mango,2014,24817.53,53659.37
Andhra Pradesh,Krishna,Groundnut,2023,24538.93,108375.82
Assam,Kamrup,Jute,2015,14702.78,47007.09
Karnataka,Bangalore,Cotton,2020,30812.5,25217.79
West Bengal,Burdwan,Potato,2015,1463.07,3341.24
Punjab,Sangrur,Maize,2022,13436.84,18820.94
Uttar Pradesh,Agra,Tomato,2015,11105.27,36338.18
Uttar Pradesh,Varanasi,Onion,2022,26802.2,43267.67
Assam,Sonitpur,Banana,2020,46802.38,181072.0
Bihar,Muzaffarpur,Banana,2020,39541.55,115773.69
Uttar Pradesh,Varanasi,Chickpea,2019,15177.36,21729.27
Madhya Pradesh,Ujjain,Lentil,2012,49405.71,184553.14
Gujarat,Junagadh,Rice,2022,30420.98,93809.05
Himachal Pradesh,Shimla,Potato,2021,6276.74,26381.53
Rajasthan,Kota,Chickpea,2016,34498.9,90263.26
West Bengal,Murshidabad,Rice,2012,30315.54,34420.22
Madhya Pradesh,Bhopal,Cotton,2018,31010.88,106613.94
Uttar Pradesh,Agra,Wheat,2022,27667.9,59003.9
Punjab,Ludhiana,Rice,2010,31163.01,134458.95
Karnataka,Belgaum,Mango,2022,48063.28,110565.36
Haryana,Ambala,Cotton,2020,46525.36,196278.3
Gujarat,Surat,Mango,2021,7363.08,15655.0
Gujarat,Ahmedabad,Wheat,2021,25101.55,32001.8
Maharashtra,Aurangabad,Wheat,2023,13783.23,37082.32
Uttar Pradesh,Meerut,Wheat,2014,28980.24,57297.06
Rajasthan,Udaipur,Barley,2023,17415.14,25877.45
Maharashtra,Pune,Wheat,2017,18823.77,51156.6
Uttar Pradesh,Lucknow,Lentil,2014,13508.64,30712.61
Uttar Pradesh,Varanasi,Tomato,2017,1056.9,1867.85
Karnataka,Raichur,Groundnut,2014,6618.35,21156.87
Gujarat,Ahmedabad,Wheat,2016,44487.84,147167.97
Punjab,Sangrur,Potato,2022,22807.09,50517.93
Gujarat,Bharuch,Groundnut,2020,20489.57,31514.88
Tamil Nadu,Coimbatore,Rice,2015,16557.9,33088.01
Punjab,Ludhiana,Maize,2011,34325.37,37403.78
Assam,Sonitpur,Banana,2023,34921.24,129679.16
Andhra Pradesh,Guntur,Rice,2022,47950.94,51128.39
Assam,Nagaon,Coconut,2013,35273.73,128957.0
Bihar,Gaya,Potato,2018,711.62,3138.34
Maharashtra,Pune,Pomegranate,2011,32194.11,105648.51
Odisha,Cuttack,Rice,2020,42151.68,138245.71
West Bengal,Burdwan,Jute,2016,9601.29,25810.74
Assam,Nagaon,Jute,2022,20828.95,56343.84
Himachal Pradesh,Kullu,Barley,2013,20582.46,25533.2
Uttar Pradesh,Meerut,Chickpea,2017,43712.29,99464.7
Maharashtra,Nashik,Tomato,2016,24623.51,91264.42
Odisha,Puri,Coconut,2023,43105.88,167544.21
Himachal Pradesh,Shimla,Barley,2022,24908.48,99613.18
Assam,Sonitpur,Jute,2023,3309.18,7890.23
Telangana,Hyderabad,Mango,2013,12384.72,23700.04
Odisha,Puri,Groundnut,2019,39953.45,97316.85
Bihar,Gaya,Maize,2010,47476.92,55809.96
Punjab,Ludhiana,Rice,2012,12723.47,49187.75
Haryana,Hisar,Wheat,2013,8592.62,35042.99
Gujarat,Bharuch,Wheat,2013,41355.91,60852.27
Madhya Pradesh,Indore,Chickpea,2012,16695.26,39340.16
Gujarat,Bharuch,Cotton,2015,21019.66,55778.33
Rajasthan,Jaipur,Mungbean,2022,37460.47,106772.78
Odisha,Puri,Jute,2017,20589.44,27492.89
Kerala,Thrissur,Papaya,2020,8878.35,16756.31
West Bengal,Kolkata,Jute,2011,45420.36,56035.83
Assam,Nagaon,Maize,2021,24047.15,54798.66
Odisha,Cuttack,Groundnut,2018,36638.91,123988.02
Himachal Pradesh,Mandi,Potato,2023,24674.29,32714.9
Haryana,Karnal,Potato,2023,31916.94,138585.84
Karnataka,Bangalore,Coconut,2013,28156.55,49103.07
Maharashtra,Kolhapur,Cotton,2013,34214.01,147328.04
Uttar Pradesh,Agra,Rice,2019,23949.96,69507.4
Andhra Pradesh,East Godavari,Rice,2013,18340.58,44791.23
West Bengal,Kolkata,Potato,2013,22380.5,96577.16
Haryana,Karnal,Chickpea,2015,37835.24,35424.39
Gujarat,Rajkot,Groundnut,2023,46354.65,91810.42
Andhra Pradesh,East Godavari,Rice,2015,45608.47,101851.55
Bihar,Bhagalpur,Wheat,2022,34743.43,43267.97
Himachal Pradesh,Shimla,Barley,2011,45413.15,66652.42
Madhya Pradesh,Ujjain,Potato,2012,25202.45,91080.8
Andhra Pradesh,Anantapur,Groundnut,2021,9400.87,35447.36
Himachal Pradesh,Kullu,Maize,2020,2157.5,7078.56
Bihar,Nalanda,Lentil,2014,20172.93,88054.17
Assam,Dibrugarh,Jute,2020,16987.25,17201.3
West Bengal,Burdwan,Rice,2015,17514.37,63892.66
Tamil Nadu,Thanjavur,Groundnut,2022,15644.83,51633.45
Tamil Nadu,Thanjavur,Banana,2015,1072.87,3113.2
Uttar Pradesh,Agra,Potato,2018,40273.94,68352.96
Madhya Pradesh,Bhopal,Wheat,2011,8273.51,14895.03
West Bengal,Murshidabad,Coconut,2019,44559.99,192630.2
Madhya Pradesh,Jabalpur,Potato,2016,42558.72,178286.12
Uttar Pradesh,Agra,Potato,2021,31817.4,82782.14
Karnataka,Bangalore,Rice,2017,18619.33,36266.31
West Bengal,Burdwan,Banana,2011,31851.56,140545.92
Karnataka,Raichur,Mango,2013,2273.27,3694.74
Maharashtra,Aurangabad,Rice,2014,44679.67,92562.9
Uttar Pradesh,Lucknow,Tomato,2016,42270.8,177865.82
Gujarat,Rajkot,Mango,2022,35298.82,113237.89
Gujarat,Bharuch,Groundnut,2016,14378.6,56534.8
Haryana,Sonipat,Barley,2018,36722.87,129565.04
Gujarat,Rajkot,Groundnut,2021,8726.97,10486.8
Maharashtra,Kolhapur,Pomegranate,2023,25314.93,37730.46
Maharashtra,Aurangabad,Rice,2021,5886.78,7296.12
Rajasthan,Bikaner,Mungbean,2020,18792.47,55016.75
Haryana,Sonipat,Rice,2014,10789.21,11333.33
Himachal Pradesh,Kullu,Barley,2017,11110.03,36939.43
Karnataka,Bangalore,Coffee,2016,19695.05,77189.43
Odisha,Cuttack,Maize,2015,18632.92,22437.25
Punjab,Patiala,Maize,2010,40898.32,65964.76
West Bengal,Murshidabad,Wheat,2016,16711.27,34121.53
Telangana,Karimnagar,Mango,2018,49607.54,144114.26
Kerala,Thrissur,Rice,2010,21013.14,45768.11
Bihar,Patna,Maize,2013,5941.57,18804.37
Madhya Pradesh,Sagar,Cotton,2010,36671.97,66199.04
Maharashtra,Pune,Onion,2014,29486.54,109766.15
Punjab,Patiala,Rice,2018,45946.39,170324.36
Telangana,Nalgonda,Maize,2014,8773.77,35732.53
Andhra Pradesh,Anantapur,Chickpea,2020,36851.35,150665.82
Gujarat,Ahmedabad,Potato,2011,48162.74,213803.72
Karnataka,Bangalore,Rice,2015,7627.26,26545.09
Andhra Pradesh,East Godavari,Cotton,2020,34998.71,29538.2
Bihar,Bhagalpur,Wheat,2011,41616.76,156128.5
Tamil Nadu,Madurai,Rice,2021,23665.46,29412.08
Maharashtra,Pune,Groundnut,2021,12132.15,39767.81
Himachal Pradesh,Kangra,Maize,2014,42946.53,171765.68
Madhya Pradesh,Bhopal,Cotton,2014,36137.3,147977.61
Rajasthan,Udaipur,Chickpea,2010,20903.63,18215.51
Andhra Pradesh,Krishna,Mango,2011,38211.62,166040.61
Uttar Pradesh,Kanpur,Maize,2018,32548.1,57982.95
Bihar,Bhagalpur,Onion,2016,43445.21,144990.61
Odisha,Puri,Coconut,2019,41711.39,97182.67
Maharashtra,Nashik,Pomegranate,2017,714.59,2350.9
Maharashtra,Nashik,Mango,2021,39192.8,85914.07
Uttar Pradesh,Lucknow,Maize,2020,13394.87,39594.01
Karnataka,Raichur,Groundnut,2010,1070.74,2499.17
Punjab,Amritsar,Maize,2023,49348.4,119032.53
Uttar Pradesh,Kanpur,Lentil,2013,14803.63,34269.68
Himachal Pradesh,Kangra,Apple,2011,31532.93,33374.35
Bihar,Patna,Onion,2017,6822.44,26064.8
Madhya Pradesh,Bhopal,Cotton,2021,33707.64,65648.33
Gujarat,Rajkot,Banana,2022,26510.35,104410.37
Karnataka,Bangalore,Maize,2016,11012.69,11989.68
Andhra Pradesh,East Godavari,Rice,2012,15808.29,31743.27
Andhra Pradesh,Guntur,Rice,2016,10670.21,26286.06
Gujarat,Surat,Groundnut,2013,23241.75,101522.42
Rajasthan,Jodhpur,Mungbean,2017,917.16,2758.92
Kerala,Alappuzha,Coffee,2023,28076.94,93311.66
Karnataka,Bangalore,Mango,2017,46695.22,91924.54
Gujarat,Bharuch,Mango,2010,38169.63,83539.75
West Bengal,Nadia,Banana,2014,13395.9,30600.14
Bihar,Patna,Wheat,2015,5994.11,10110.54
Madhya Pradesh,Bhopal,Potato,2015,31977.07,59223.99
Andhra Pradesh,East Godavari,Cotton,2023,33969.41,143919.22
Telangana,Hyderabad,Rice,2014,17101.39,58959.01
Odisha,Ganjam,Groundnut,2013,38017.42,42262.5
West Bengal,Murshidabad,Coconut,2022,25059.6,100338.67
Madhya Pradesh,Ujjain,Groundnut,2018,33641.03,113714.82
Karnataka,Raichur,Groundnut,2018,47111.89,146780.11
Madhya Pradesh,Bhopal,Potato,2014,35742.97,114959.44
Kerala,Thrissur,Banana,2014,20485.17,38267.68
Kerala,Alappuzha,Coconut,2015,45196.79,175346.07
Odisha,Ganjam,Coconut,2010,28123.39,74368.59
Karnataka,Raichur,Maize,2018,41124.45,59525.87
Maharashtra,Kolhapur,Tomato,2020,46852.88,198185.94
Bihar,Patna,Potato,2014,29999.39,64235.08
Andhra Pradesh,Guntur,Cotton,2021,11404.17,40895.7
Gujarat,Bharuch,Rice,2010,2692.53,9945.15
Himachal Pradesh,Mandi,Potato,2022,11678.38,30330.41
Andhra Pradesh,Anantapur,Maize,2015,6666.09,15657.82
Andhra Pradesh,Kurnool,Onion,2018,40486.5,138024.51
Gujarat,Rajkot,Rice,2023,24811.08,58526.66
Andhra Pradesh,Kurnool,Maize,2023,41942.87,182998.71
Punjab,Jalandhar,Wheat,2020,24483.19,101077.26
Bihar,Patna,Wheat,2013,49308.83,105414.1
Assam,Dibrugarh,Rice,2018,8810.49,20975.31
Odisha,Cuttack,Groundnut,2016,21590.91,94916.35
Punjab,Jalandhar,Barley,2018,45760.78,53315.75
Andhra Pradesh,Krishna,Banana,2012,29493.7,28783.91
Telangana,Hyderabad,Groundnut,2018,38142.61,74564.33
Tamil Nadu,Madurai,Tomato,2017,32848.01,116237.27
Madhya Pradesh,Ujjain,Cotton,2019,41452.69,172046.3
Andhra Pradesh,East Godavari,Maize,2013,37075.75,96506.13
Telangana,Nalgonda,Cotton,2021,987.91,2452.61
Himachal Pradesh,Mandi,Wheat,2015,19731.26,72303.57
Odisha,Puri,Groundnut,2015,24820.35,60230.18
Maharashtra,Nashik,Rice,2017,26059.53,21901.34
Tamil Nadu,Madurai,Groundnut,2015,6857.29,8067.55
Punjab,Jalandhar,Sunflower,2014,2718.92,5108.85
Himachal Pradesh,Kangra,Maize,2011,11213.63,29696.84
Rajasthan,Jaipur,Mothbeans,2011,36821.98,93379.5
Karnataka,Raichur,Coconut,2011,26566.62,76906.27
Haryana,Ambala,Chickpea,2013,14788.1,23508.3
Uttar Pradesh,Varanasi,Tomato,2023,12277.87,49631.5
Telangana,Karimnagar,Maize,2022,42008.65,146285.71
Maharashtra,Nagpur,Groundnut,2016,40236.88,73693.69
Punjab,Amritsar,Cotton,2021,41760.31,42017.76
Andhra Pradesh,Kurnool,Chickpea,2014,17966.56,26325.92
Rajasthan,Jaipur,Mungbean,2016,32868.26,78173.43
Andhra Pradesh,Krishna,Mango,2018,21953.34,97231.3
Karnataka,Raichur,Mango,2018,48967.04,164185.31
Madhya Pradesh,Bhopal,Lentil,2014,36954.36,107403.31
Assam,Kamrup,Maize,2022,42670.27,110993.47
Bihar,Bhagalpur,Banana,2010,35162.06,66267.53
Kerala,Alappuzha,Coconut,2019,44949.97,68941.4
Gujarat,Ahmedabad,Banana,2019,39091.25,96487.75
Himachal Pradesh,Kullu,Wheat,2011,27230.69,49746.93
Maharashtra,Nashik,Onion,2016,31397.71,61814.74
Maharashtra,Kolhapur,Cotton,2020,49852.64,115209.69
Assam,Sonitpur,Maize,2010,10141.84,26066.42
Uttar Pradesh,Agra,Tomato,2021,17999.68,59812.05
West Bengal,Burdwan,Coconut,2018,15813.93,60799.23
Andhra Pradesh,East Godavari,Onion,2022,7771.94,27514.25
Maharashtra,Aurangabad,Mango,2011,38067.91,80872.68
Andhra Pradesh,Anantapur,Maize,2010,40411.61,37821.17
Kerala,Thrissur,Papaya,2014,10305.93,11991.07
Assam,Sonitpur,Rice,2023,27440.87,35479.67
Bihar,Bhagalpur,Rice,2018,14146.01,63053.89
Maharashtra,Pune,Pomegranate,2012,40550.41,92913.29
Andhra Pradesh,Kurnool,Maize,2020,21604.11,37944.52
Rajasthan,Jodhpur,Mungbean,2013,40759.76,88864.64
Himachal Pradesh,Kangra,Maize,2023,2093.41,7017.52
Andhra Pradesh,Krishna,Chickpea,2022,37471.47,110847.89
Telangana,Karimnagar,Cotton,2010,17787.0,18931.22
West Bengal,Hooghly,Coconut,2014,18765.38,33909.0
Tamil Nadu,Chennai,Banana,2013,15265.49,40070.11
Madhya Pradesh,Ujjain,Potato,2017,5985.17,24611.36
Assam,Sonitpur,Maize,2011,20450.1,19532.54
Assam,Kamrup,Jute,2021,6398.43,16982.31
Madhya Pradesh,Indore,Lentil,2022,13139.5,19035.36
Assam,Dibrugarh,Jute,2016,14188.12,18108.51
Andhra Pradesh,Krishna,Banana,2020,12368.49,37087.45
Tamil Nadu,Thanjavur,Banana,2022,43056.39,147236.11
Andhra Pradesh,Kurnool,Onion,2017,28844.83,42499.51
Tamil Nadu,Madurai,Coconut,2011,36006.54,159362.39
Himachal Pradesh,Kangra,Maize,2019,506.19,2089.32
Madhya Pradesh,Bhopal,Onion,2013,18678.49,27588.74
Haryana,Ambala,Sunflower,2014,43912.32,80743.57
Assam,Dibrugarh,Banana,2021,31877.62,78876.12
Bihar,Nalanda,Lentil,2020,22691.46,98300.86
Gujarat,Surat,Cotton,2023,33397.84,65037.06
Haryana,Hisar,Barley,2022,39772.48,141012.75
Madhya Pradesh,Jabalpur,Onion,2023,26128.85,78725.4
Gujarat,Bharuch,Wheat,2022,6685.95,29002.87
Maharashtra,Aurangabad,Onion,2023,31592.52,136102.26
Andhra Pradesh,Guntur,Mango,2023,44587.17,136650.97
Maharashtra,Kolhapur,Cotton,2011,20600.06,34185.07
West Bengal,Kolkata,Banana,2015,40304.98,170076.79
Kerala,Thrissur,Coffee,2019,25461.06,68841.27
Odisha,Puri,Jute,2010,9482.51,23978.99
Maharashtra,Aurangabad,Mango,2020,11913.47,9791.62
Haryana,Karnal,Rice,2011,16626.97,63448.96
Andhra Pradesh,Krishna,Onion,2014,10403.56,32468.82
Haryana,Karnal,Barley,2010,45122.73,192704.24
Andhra Pradesh,Guntur,Banana,2014,20858.86,87517.84
Uttar Pradesh,Kanpur,Rice,2023,6045.39,20551.02
Odisha,Cuttack,Groundnut,2023,45096.29,57677.76
Uttar Pradesh,Meerut,Potato,2015,10041.72,14619.29
Gujarat,Surat,Cotton,2018,45747.29,91519.82
Telangana,Hyderabad,Groundnut,2011,24862.3,63225.25
Telangana,Hyderabad,Cotton,2020,32903.74,40106.66
West Bengal,Murshidabad,Potato,2011,25843.78,115923.9
Madhya Pradesh,Bhopal,Groundnut,2022,18244.95,47033.62
Madhya Pradesh,Jabalpur,Wheat,2016,6203.8,27113.23
Kerala,Thrissur,Coffee,2015,22728.42,53324.69
Gujarat,Bharuch,Onion,2020,40648.45,42335.62
Bihar,Nalanda,Maize,2021,29865.83,26678.66
Telangana,Karimnagar,Maize,2010,46256.02,197620.77
Bihar,Gaya,Onion,2011,48569.64,162928.43
Gujarat,Bharuch,Cotton,2021,16521.08,48760.11
Maharashtra,Pune,Rice,2015,27225.71,79584.27
Assam,Dibrugarh,Rice,2015,36264.55,43326.69
Tamil Nadu,Thanjavur,Banana,2021,3694.74,11455.45
Karnataka,Belgaum,Tomato,2011,27886.33,94073.58
Bihar,Bhagalpur,Lentil,2021,5357.27,9602.06
Rajasthan,Kota,Barley,2018,18017.13,76639.74
Rajasthan,Bikaner,Wheat,2016,15065.7,36665.6
Andhra Pradesh,Anantapur,Banana,2011,31713.72,54000.6
Andhra Pradesh,Guntur,Mango,2020,29813.91,26824.55
Uttar Pradesh,Agra,Onion,2012,12732.57,29721.69
Andhra Pradesh,Kurnool,Groundnut,2015,41634.69,72411.15
Madhya Pradesh,Indore,Cotton,2011,1875.74,3855.3
Rajasthan,Kota,Groundnut,2012,30195.61,102111.52
Haryana,Ambala,Cotton,2010,42967.02,150819.24
Haryana,Rohtak,Barley,2021,32734.6,38395.21
Madhya Pradesh,Bhopal,Chickpea,2011,30915.72,74930.69
Kerala,Thrissur,Banana,2012,1860.56,2196.39
Odisha,Balasore,Jute,2020,19731.71,85188.17
Rajasthan,Udaipur,Mothbeans,2018,8389.96,16931.93
Telangana,Warangal,Mango,2015,47077.58,126719.52
Punjab,Amritsar,Barley,2011,15373.29,69033.41
Andhra Pradesh,Kurnool,Banana,2017,15304.89,45967.04
Andhra Pradesh,East Godavari,Mango,2010,18095.17,42520.36
West Bengal,Burdwan,Coconut,2017,39954.73,102503.2
Andhra Pradesh,Kurnool,Banana,2022,48080.41,168980.49
Haryana,Sonipat,Cotton,2019,48069.94,65557.02
Punjab,Ludhiana,Wheat,2023,11604.03,35225.35
Karnataka,Raichur,Tomato,2014,39689.22,151582.66
West Bengal,Murshidabad,Jute,2017,974.08,2818.92
Rajasthan,Bikaner,Wheat,2014,6911.54,24002.93
Haryana,Karnal,Barley,2012,35077.15,86822.79
Madhya Pradesh,Bhopal,Chickpea,2010,10464.4,45466.97
Maharashtra,Nashik,Groundnut,2011,49771.58,177318.1
Karnataka,Mysore,Cotton,2010,11166.93,35579.1
Maharashtra,Kolhapur,Cotton,2018,6580.1,17679.62
Uttar Pradesh,Kanpur,Onion,2021,29126.38,96395.22
Odisha,Balasore,Coconut,2015,11537.38,29172.0
Tamil Nadu,Chennai,Cotton,2015,2614.57,4590.21
Rajasthan,Jodhpur,Chickpea,2021,10809.13,14294.84
Gujarat,Rajkot,Potato,2022,30125.49,100941.03
Telangana,Hyderabad,Groundnut,2021,40718.3,106967.71
Uttar Pradesh,Lucknow,Potato,2014,43364.85,46705.09
Uttar Pradesh,Kanpur,Potato,2010,24374.77,100777.23
Andhra Pradesh,Anantapur,Onion,2016,45662.56,186479.39
Karnataka,Hassan,Coconut,2017,36969.57,144259.82
Maharashtra,Nagpur,Mango,2013,3125.67,7649.18
Kerala,Thrissur,Coconut,2012,3084.13,7929.66
Punjab,Patiala,Wheat,2017,40394.05,73583.99
Madhya Pradesh,Ujjain,Onion,2010,17971.46,75069.17
Rajasthan,Jaipur,Mothbeans,2019,40722.23,65078.92
Punjab,Patiala,Wheat,2011,33080.38,56927.01
Andhra Pradesh,Kurnool,Chickpea,2016,48329.36,84420.89
Bihar,Muzaffarpur,Banana,2011,45606.15,84290.23
Madhya Pradesh,Indore,Potato,2022,28940.01,25292.26
Madhya Pradesh,Bhopal,Chickpea,2018,9417.01,14362.28
Punjab,Patiala,Cotton,2020,43652.91,40305.69
Bihar,Patna,Lentil,2010,32073.29,90084.62
Bihar,Patna,Wheat,2023,6460.34,5966.42
Assam,Sonitpur,Potato,2015,9065.47,13712.53
Uttar Pradesh,Meerut,Lentil,2012,14246.69,48320.44
Gujarat,Bharuch,Mango,2019,21632.76,65049.82
Tamil Nadu,Salem,Tomato,2011,49022.46,191561.8
Assam,Dibrugarh,Rice,2016,47856.76,169537.41
Tamil Nadu,Chennai,Cotton,2020,34527.08,81519.47
